,Y (North-South direction),X (East-West direction),Z,Name,Y/N,Correction,IMDATE Visible
,41.611257,125.999174,0,AAA,Y,,
,37.892234,128.867587,0,AAA,Y,,
,41.901507,125.886337,0,AAA,Y,,
,39.911267,130.257072,0,AAA,Y,,
,40.482452,130.031812,0,AAA,Y,,
,40.151429,124.220458,0,AAA,Y,,
,39.306075,130.239729,0,AAA,Y,,
,38.271737,126.548124,0,AAA,Y,,
,38.050571,127.402914,0,AAA,Y,,
,42.151698,124.935257,0,AAA,Y,,
,42.69677,129.190744,0,AAA,Y,,
,40.24416,127.622265,0,AAA,Y,,
,40.634256,129.039107,0,AAA,Y,,
,38.077262,128.747293,0,AAA,Y,,
,38.899165,126.363228,0,AAA,Y,,
,39.387014,129.151658,0,AAA,Y,,
,42.397758,127.490603,0,AAA,Y,,
,41.735659,127.611927,0,AAA,Y,,
,38.936447,125.513239,0,AAA,Y,,
,42.750702,126.349263,0,AAA,Y,,
,40.182446,129.436243,0,AAA,Y,,
,42.678638,126.140122,0,AAA,Y,,
,41.176768,125.456856,0,AAA,Y,,
,41.855038,125.373433,0,AAA,Y,,
,40.70926,127.363284,0,AAA,Y,,
,40.286712,130.085999,0,AAA,Y,,
,41.395503,129.6044,0,AAA,Y,,
,39.958208,125.859929,0,AAA,Y,,
,41.298455,128.189719,0,AAA,Y,,
,40.290258,127.993217,0,AAA,Y,,
,39.272408,126.32433,0,AAA,Y,,
,41.742193,127.798126,0,AAA,Y,,
,39.464997,124.29319,0,AAA,Y,,
,42.937535,124.643387,0,AAA,Y,,
,39.183893,124.698586,0,AAA,Y,,
,39.560971,126.852323,0,AAA,Y,,
,41.294603,129.478963,0,AAA,Y,,
,39.288353,127.023474,0,AAA,Y,,
,38.601692,127.219116,0,AAA,Y,,
,42.524567,128.545045,0,AAA,Y,,
,41.293555,124.416687,0,AAA,Y,,
,38.29403,125.215758,0,AAA,Y,,
,42.673888,124.505807,0,AAA,Y,,
,42.389436,129.286322,0,AAA,Y,,
,39.938385,129.708646,0,AAA,Y,,
,41.50444,129.052933,0,AAA,Y,,
,42.658211,125.524752,0,AAA,Y,,
,42.516075,127.42588,0,AAA,Y,,
,37.995598,124.527987,0,AAA,Y,,
,38.375204,124.481519,0,AAA,Y,,
,41.213793,126.332958,0,AAA,Y,,
,41.418893,125.989497,0,AAA,Y,,
,42.273219,127.450452,0,AAA,Y,,
,40.299195,129.987045,0,AAA,Y,,
,38.175546,127.067429,0,AAA,Y,,
,41.892747,126.387293,0,AAA,Y,,
,40.635743,124.975053,0,AAA,Y,,
,37.695769,125.844532,0,AAA,Y,,
,42.24899,125.813022,0,AAA,Y,,
,41.427468,125.895033,0,AAA,Y,,
,41.592973,126.568011,0,AAA,Y,,
,40.381479,124.274114,0,AAA,Y,,
,41.417731,126.785624,0,AAA,Y,,
,41.043898,125.628692,0,AAA,Y,,
,38.139512,128.045399,0,AAA,Y,,
,38.710749,127.779893,0,AAA,Y,,
,37.661379,126.382091,0,AAA,Y,,
,39.482089,128.912758,0,AAA,Y,,
,39.123299,130.534837,0,AAA,Y,,
,41.899439,125.708176,0,AAA,Y,,
,37.650021,128.982423,0,AAA,Y,,
,40.74929,128.449879,0,AAA,Y,,
,41.049096,128.96827,0,AAA,Y,,
,38.817818,128.818406,0,AAA,Y,,
,40.008617,128.264737,0,AAA,Y,,
,39.515555,125.813728,0,AAA,Y,,
,37.658818,129.471985,0,AAA,Y,,
,42.457741,126.814024,0,AAA,Y,,
,40.863494,127.514173,0,AAA,Y,,
,42.868145,129.115531,0,AAA,Y,,
,41.887663,130.185477,0,AAA,Y,,
,38.73871,129.327211,0,AAA,Y,,
,39.833293,128.36926,0,AAA,Y,,
,42.644191,129.601649,0,AAA,Y,,
,37.754113,126.308524,0,AAA,Y,,
,38.380207,129.89921,0,AAA,Y,,
,38.476479,125.893444,0,AAA,Y,,
,39.124323,126.377548,0,AAA,Y,,
,42.661412,128.483297,0,AAA,Y,,
,39.948833,124.722071,0,AAA,Y,,
,41.0421,130.095431,0,AAA,Y,,
,38.659052,129.921975,0,AAA,Y,,
,40.811914,130.059888,0,AAA,Y,,
,37.965931,124.245388,0,AAA,Y,,
,38.222475,126.529834,0,AAA,Y,,
,37.672292,125.535259,0,AAA,Y,,
,38.893971,128.961285,0,AAA,Y,,
,38.034968,129.855701,0,AAA,Y,,
,41.71141,129.397749,0,AAA,Y,,
,42.165892,128.592535,0,AAA,Y,,
,37.6437,128.688637,0,AAA,Y,,
,39.794794,128.453478,0,AAA,Y,,
,40.011986,125.872905,0,AAA,Y,,
,42.28944,124.287559,0,AAA,Y,,
,41.966241,128.41346,0,AAA,Y,,
,41.982186,125.110319,0,AAA,Y,,
,42.303981,129.655023,0,AAA,Y,,
,39.070472,128.599091,0,AAA,Y,,
,41.100296,127.358216,0,AAA,Y,,
,38.894516,124.054502,0,AAA,Y,,
,38.022178,126.544362,0,AAA,Y,,
,38.310981,125.233113,0,AAA,Y,,
,41.124806,128.421075,0,AAA,Y,,
,40.667672,128.402615,0,AAA,Y,,
,38.789402,129.9412,0,AAA,Y,,
,40.034148,127.143327,0,AAA,Y,,
,39.902801,126.646108,0,AAA,Y,,
,40.717001,127.817197,0,AAA,Y,,
,41.000099,124.281053,0,AAA,Y,,
,38.63735,130.183905,0,AAA,Y,,
,41.945348,128.775877,0,AAA,Y,,
,39.080705,126.026281,0,AAA,Y,,
,41.730826,127.162649,0,AAA,Y,,
,37.616069,127.831768,0,AAA,Y,,
,40.102747,128.685382,0,AAA,Y,,
,42.477671,124.232284,0,AAA,Y,,
,40.137964,125.469224,0,AAA,Y,,
,42.254599,130.459274,0,AAA,Y,,
,38.426935,128.754885,0,AAA,Y,,
,38.817681,128.942215,0,AAA,Y,,
,41.706673,127.326966,0,AAA,Y,,
,42.124472,124.225898,0,AAA,Y,,
,38.146391,130.257915,0,AAA,Y,,
,42.718459,130.088652,0,AAA,Y,,
,37.829433,127.564539,0,AAA,Y,,
,37.653055,125.913886,0,AAA,Y,,
,42.804857,127.644377,0,AAA,Y,,
,40.609937,128.86538,0,AAA,Y,,
,40.492887,127.180737,0,AAA,Y,,
,38.008065,124.619668,0,AAA,Y,,
,37.763202,127.375255,0,AAA,Y,,
,42.803869,124.752072,0,AAA,Y,,
,42.206734,126.561888,0,AAA,Y,,
,42.959724,124.336155,0,AAA,Y,,
,41.089625,124.110886,0,AAA,Y,,
,38.809202,130.264691,0,AAA,Y,,
,40.873392,129.270557,0,AAA,Y,,
,40.230396,128.523886,0,AAA,Y,,
,40.956874,124.338181,0,AAA,Y,,
,40.867599,128.296764,0,AAA,Y,,
,40.593281,128.260184,0,AAA,Y,,
,38.605845,129.089413,0,AAA,Y,,
,42.457,129.804119,0,AAA,Y,,
,41.886483,129.715892,0,AAA,Y,,
,42.229629,129.135492,0,AAA,Y,,
,39.360305,127.274031,0,AAA,Y,,
,39.63755,128.685944,0,AAA,Y,,
,37.767044,129.269037,0,AAA,Y,,
,41.385083,127.149551,0,AAA,Y,,
,42.097458,126.081393,0,AAA,Y,,
,41.585259,125.841602,0,AAA,Y,,
,42.471408,124.596752,0,AAA,Y,,
,41.823611,126.484423,0,AAA,Y,,
,38.56431,127.972858,0,AAA,Y,,
,39.159735,128.311153,0,AAA,Y,,
,39.044834,124.326562,0,AAA,Y,,
,38.55079,124.600347,0,AAA,Y,,
,39.886219,126.105555,0,AAA,Y,,
,37.938572,127.464373,0,AAA,Y,,
,40.979185,125.681968,0,AAA,Y,,
,39.074573,124.628802,0,AAA,Y,,
,38.907695,130.088971,0,AAA,Y,,
,39.123902,124.178276,0,AAA,Y,,
,40.78784,129.797547,0,AAA,Y,,
,40.449162,129.200345,0,AAA,Y,,
,42.552591,130.699263,0,AAA,Y,,
,42.17584,130.07141,0,AAA,Y,,
,42.663087,124.97665,0,AAA,Y,,
,41.293131,127.890234,0,AAA,Y,,
,40.236111,126.758892,0,AAA,Y,,
,38.563897,128.395399,0,AAA,Y,,
,39.228942,126.944397,0,AAA,Y,,
,39.959396,124.94419,0,AAA,Y,,
,39.556777,125.840784,0,AAA,Y,,
,40.496906,129.515779,0,AAA,Y,,
,40.028731,125.02562,0,AAA,Y,,
,38.194792,128.369083,0,AAA,Y,,
,38.941275,125.449752,0,AAA,Y,,
,39.896197,130.363809,0,AAA,Y,,
,40.001587,128.45057,0,AAA,Y,,
,38.543862,128.157985,0,AAA,Y,,
,37.855267,128.820647,0,AAA,Y,,
,39.431925,124.229368,0,AAA,Y,,
,38.121717,125.699373,0,AAA,Y,,
,37.569535,130.573501,0,AAA,Y,,
,41.161651,127.817304,0,AAA,Y,,
,38.307972,128.873336,0,AAA,Y,,
,37.809016,130.564147,0,AAA,Y,,
,37.640658,126.535654,0,AAA,Y,,
,41.09211,127.367614,0,AAA,Y,,
,42.056805,128.099933,0,AAA,Y,,
,40.571892,124.388228,0,AAA,Y,,
,39.591517,128.775575,0,AAA,Y,,
,38.866841,127.321644,0,AAA,Y,,
,42.755795,129.94186,0,AAA,Y,,
,38.651933,124.708943,0,AAA,Y,,
,41.83095,124.795279,0,AAA,Y,,
,38.205064,128.346862,0,AAA,Y,,
,38.865743,127.668348,0,AAA,Y,,
,39.131774,126.397092,0,AAA,Y,,
,38.204891,128.722956,0,AAA,Y,,
,38.321326,128.859937,0,AAA,Y,,
,40.220153,124.559751,0,AAA,Y,,
,41.786066,128.41217,0,AAA,Y,,
,38.636687,128.30605,0,AAA,Y,,
,39.632974,129.476892,0,AAA,Y,,
,41.474955,128.726466,0,AAA,Y,,
,38.230391,129.828569,0,AAA,Y,,
,38.177325,126.306789,0,AAA,Y,,
,40.553874,129.314477,0,AAA,Y,,
,41.600023,126.520677,0,AAA,Y,,
,38.669992,126.513598,0,AAA,Y,,
,39.637202,129.8088,0,AAA,Y,,
,39.933745,129.746643,0,AAA,Y,,
,40.989992,130.375036,0,AAA,Y,,
,39.094399,128.991231,0,AAA,Y,,
,38.584669,129.192319,0,AAA,Y,,
,38.385882,125.524845,0,AAA,Y,,
,39.119853,130.548063,0,AAA,Y,,
,37.837514,127.986951,0,AAA,Y,,
,41.606072,124.857806,0,AAA,Y,,
,39.095438,127.568992,0,AAA,Y,,
,41.023222,125.668909,0,AAA,Y,,
,38.057873,124.151133,0,AAA,Y,,
,38.369721,125.815006,0,AAA,Y,,
,38.576119,125.691636,0,AAA,Y,,
,41.769111,127.1437,0,AAA,Y,,
,42.288605,130.317849,0,AAA,Y,,
,41.986384,127.395436,0,AAA,Y,,
,38.669778,129.512968,0,AAA,Y,,
,42.158163,128.542978,0,AAA,Y,,
,37.525088,126.342417,0,AAA,Y,,
,40.241883,127.968241,0,AAA,Y,,
,38.372798,125.042137,0,AAA,Y,,
,41.462174,130.137265,0,AAA,Y,,
,39.359852,130.3225,0,AAA,Y,,
,40.435835,129.817777,0,AAA,Y,,
,37.821515,125.054608,0,AAA,Y,,
,37.834784,127.482494,0,AAA,Y,,
,38.145619,129.865419,0,AAA,Y,,
,40.851115,127.771576,0,AAA,Y,,
,40.454414,129.214596,0,AAA,Y,,
,40.497343,126.056208,0,AAA,Y,,
,39.702294,127.621335,0,AAA,Y,,
,42.046456,127.287259,0,AAA,Y,,
,41.355842,126.261863,0,AAA,Y,,
,39.996832,125.584617,0,AAA,Y,,
,40.259409,124.499154,0,AAA,Y,,
,40.569373,126.65753,0,AAA,Y,,
,38.267865,129.569407,0,AAA,Y,,
,40.259493,127.796099,0,AAA,Y,,
,38.467465,127.9624,0,AAA,Y,,
,38.021024,125.899315,0,AAA,Y,,
,41.71863,124.153552,0,AAA,Y,,
,42.10247,130.553865,0,AAA,Y,,
,39.229832,125.842013,0,AAA,Y,,
,41.220254,129.142659,0,AAA,Y,,
,38.613717,125.577164,0,AAA,Y,,
,40.072948,126.681139,0,AAA,Y,,
,42.815417,128.473856,0,AAA,Y,,
,40.467853,129.288847,0,AAA,Y,,
,42.755305,128.794092,0,AAA,Y,,
,38.768649,127.109197,0,AAA,Y,,
,38.041129,128.096953,0,AAA,Y,,
,41.732829,126.717547,0,AAA,Y,,
,39.297471,128.555292,0,AAA,Y,,
,39.083046,127.815229,0,AAA,Y,,
,42.054053,126.546643,0,AAA,Y,,
,40.343646,125.334622,0,AAA,Y,,
,42.362905,125.850436,0,AAA,Y,,
,41.353616,128.325428,0,AAA,Y,,
,42.156544,130.248668,0,AAA,Y,,
,40.802425,130.161174,0,AAA,Y,,
,39.866059,130.411538,0,AAA,Y,,
,38.019873,129.235827,0,AAA,Y,,
,37.993762,125.696751,0,AAA,Y,,
,41.708209,125.719253,0,AAA,Y,,
,41.454819,129.88656,0,AAA,Y,,
,42.472341,124.206211,0,AAA,Y,,
,39.348526,125.019878,0,AAA,Y,,
,38.744832,128.311952,0,AAA,Y,,
,38.161535,129.105598,0,AAA,Y,,
,39.837503,129.057015,0,AAA,Y,,
,42.901153,128.207686,0,AAA,Y,,
,41.135481,129.992817,0,AAA,Y,,
,42.049683,130.581394,0,AAA,Y,,
,41.290526,125.793036,0,AAA,Y,,
,38.49192,129.130125,0,AAA,Y,,
,37.971627,126.109532,0,AAA,Y,,
,38.943597,129.859038,0,AAA,Y,,
,37.793211,129.644866,0,AAA,Y,,
,40.272057,127.405216,0,AAA,Y,,
,41.301569,130.698172,0,AAA,Y,,
,41.651398,127.986304,0,AAA,Y,,
,41.722029,129.189198,0,AAA,Y,,
,38.326996,125.634825,0,AAA,Y,,
,39.024737,127.112889,0,AAA,Y,,
,41.688828,130.554008,0,AAA,Y,,
,40.236863,127.948285,0,AAA,Y,,
,37.683552,128.804015,0,AAA,Y,,
,41.610871,125.356824,0,AAA,Y,,
,40.443055,128.667739,0,AAA,Y,,
,41.873639,125.181878,0,AAA,Y,,
,41.117881,127.677689,0,AAA,Y,,
,40.569679,125.119908,0,AAA,Y,,
,39.410525,130.398984,0,AAA,Y,,
,41.192363,125.90835,0,AAA,Y,,
,41.907826,127.870356,0,AAA,Y,,
,41.496755,124.640009,0,AAA,Y,,
,41.734303,127.702768,0,AAA,Y,,
,42.658873,130.242282,0,AAA,Y,,
,40.03255,126.375796,0,AAA,Y,,
,41.274337,125.136355,0,AAA,Y,,
,42.50815,130.587617,0,AAA,Y,,
,41.665092,127.193642,0,AAA,Y,,
,40.441936,124.114644,0,AAA,Y,,
,42.615037,130.038013,0,AAA,Y,,
,42.534183,127.486641,0,AAA,Y,,
,38.490669,125.176464,0,AAA,Y,,
,42.680439,124.542321,0,AAA,Y,,
,37.92211,130.13249,0,AAA,Y,,
,42.396892,126.734331,0,AAA,Y,,
,41.103214,129.19534,0,AAA,Y,,
,40.067284,128.67696,0,AAA,Y,,
,40.042092,124.759841,0,AAA,Y,,
,38.088486,130.490523,0,AAA,Y,,
,41.091563,130.279738,0,AAA,Y,,
,42.530712,130.422204,0,AAA,Y,,
,38.544423,129.550654,0,AAA,Y,,
,39.950365,124.998445,0,AAA,Y,,
,40.331994,129.697657,0,AAA,Y,,
,42.842667,124.788507,0,AAA,Y,,
,41.413268,126.74658,0,AAA,Y,,
,37.886903,130.301056,0,AAA,Y,,
,40.637258,125.724841,0,AAA,Y,,
,41.722648,125.781516,0,AAA,Y,,
,41.350299,128.445861,0,AAA,Y,,
,41.019643,128.067697,0,AAA,Y,,
,41.973015,130.346611,0,AAA,Y,,
,39.346459,126.687068,0,AAA,Y,,
,38.568362,125.711525,0,AAA,Y,,
,38.405079,127.696009,0,AAA,Y,,
,42.540919,128.101349,0,AAA,Y,,
,38.139522,129.525271,0,AAA,Y,,
,37.640955,129.277511,0,AAA,Y,,
,41.553384,125.379206,0,AAA,Y,,
,37.931258,126.681208,0,AAA,Y,,
,40.502844,124.576443,0,AAA,Y,,
,42.197826,125.702626,0,AAA,Y,,
,37.757927,126.969454,0,AAA,Y,,
,39.187555,128.343568,0,AAA,Y,,
,40.391493,125.898273,0,AAA,Y,,
,38.561647,128.421498,0,AAA,Y,,
,38.915261,126.403048,0,AAA,Y,,
,41.041067,130.566757,0,AAA,Y,,
,41.107448,127.924817,0,AAA,Y,,
,39.534123,128.310116,0,AAA,Y,,
,39.276337,128.320557,0,AAA,Y,,
,41.358308,126.761977,0,AAA,Y,,
,40.734432,126.323958,0,AAA,Y,,
,37.827903,127.8681,0,AAA,Y,,
,41.161178,126.905455,0,AAA,Y,,
,39.871945,126.324235,0,AAA,Y,,
,39.833214,124.273286,0,AAA,Y,,
,38.658877,129.579031,0,AAA,Y,,
,40.427383,124.44815,0,AAA,Y,,
,40.147922,127.751917,0,AAA,Y,,
,38.240878,125.686838,0,AAA,Y,,
,41.382107,128.847194,0,AAA,Y,,
,38.507937,127.579695,0,AAA,Y,,
,40.694177,129.006506,0,AAA,Y,,
,39.276966,128.501236,0,AAA,Y,,
,38.079628,128.253139,0,AAA,Y,,
,37.709964,127.584805,0,AAA,Y,,
,41.635077,124.186813,0,AAA,Y,,
,40.812493,128.724024,0,AAA,Y,,
,40.774938,127.103161,0,AAA,Y,,
,39.679497,127.16342,0,AAA,Y,,
,38.887588,127.45413,0,AAA,Y,,
,41.266569,129.085801,0,AAA,Y,,
,42.214675,128.766765,0,AAA,Y,,
,38.962032,128.44308,0,AAA,Y,,
,38.886312,124.708631,0,AAA,Y,,
,40.588605,130.481801,0,AAA,Y,,
,38.816225,129.907942,0,AAA,Y,,
