,Y (North-South direction),X (East-West direction),Z,Name,Y/N,Correction,IMDATE Visible
,39.787109,126.265539,0,AAA (e),Y,,
,37.872555,126.115672,0,AAA (e),Y,,
,40.042445,124.448617,0,AAA (e),Y,,1/30/2005
,38.869709,127.92756,0,AAA (e),Y,,1/13/2004
,39.822093,125.716567,0,AAA (e),Y,,4/2/2002
,39.289382,126.669348,0,AAA (e),Y,,5/11/2003
,38.684545,126.551516,0,AAA (e),Y,,
,38.637409,125.748114,0,AAA (e),Y,,10/24/2016
,38.635771,125.788426,0,AAA (e),Y,,10/24/2016
,38.646272,125.784634,0,AAA (e),Y,,
,38.65175,125.788417,0,AAA (e),Y,,2/16/2018
,38.647316,125.802402,0,AAA (e),Y,,3/18/2010
,39.265271,125.873129,0,AAA (e),N,,
,39.189427,125.871412,0,AAA (e),Y,,
,39.345113,125.930355,0,AAA (e),Y,,3/18/2011
,39.739753,125.68312,0,AAA (e),N,,
,39.891122,125.507856,0,AAA (e),N?,,
,38.931664,125.809313,0,AAA (e),Y,,11/6/2000
,39.045333,125.86312,0,AAA (e),N,,
,39.093759,125.880786,0,AAA (e),Y,,
,39.056798,125.729447,0,AAA (e),N,,
,40.212823,128.655329,0,AAA (e),Y,,10/30/2004
,38.75334,125.619487,0,AAA (e),Y,,3/10/2002
,37.999783,126.694516,0,AAA (e),Y,,4/7/2004
,39.341966,125.524883,0,AAA (old),N,,
,38.698696,126.588309,0,AAA (old),Y,,11/9/2012
,38.829358,125.446075,0,AAA (old),Y,,
,38.503572,124.87293,0,AAA (old),Y,,
,39.08345,125.579217,0,AAA (old),Y,,
,39.775313,125.728287,0,AAA 100,Y,,
,39.533995,127.406973,0,AAA 100,Y,,
,38.537633,124.816932,0,AAA 100,Y,,9/26/2010
,38.172038,126.460583,0,AAA 14.5,Y,,3/5/2021
,38.170198,126.467336,0,AAA 14.5,Y,,
,38.467586,128.090542,0,AAA 14.5,N,,
,39.340525,125.903003,0,AAA 57,Y,,
,38.386996,128.031062,0,AAA 57,Y,,
,37.887005,126.237656,0,AAA L,Y,,5/11/2006
,38.826953,125.421674,0,AAA L,Y,,
,38.802613,125.740189,0,AAA L,?,,
,38.799355,125.739347,0,AAA L,Y,,
,38.79548,125.471881,0,AAA L,Y,,
,38.810563,125.442434,0,AAA L,Y,,
,39.020229,126.055257,0,AAA L,Y,,
,39.238307,126.197875,0,AAA L,Y,,
,38.801228,125.692272,0,AAA L,Y,,
,38.798625,125.813814,0,AAA L,Y,,
,38.947814,125.408776,0,AAA L,Y,,
,38.965262,125.399,0,AAA L,Y,,
,38.873138,125.408018,0,AAA L,Y,,
,38.841612,125.413458,0,AAA L,Y,,
,39.000994,125.414211,0,AAA L,Y,,
,39.110155,125.486878,0,AAA L,Y,,
,39.122044,125.496485,0,AAA L,Y,,
,39.440191,125.734071,0,AAA L,Y,,12/13/2003
,39.518771,127.484879,0,AAA L,Y,,4/5/2003
,39.514451,127.474298,0,AAA L,Y,,4/6/2003
,39.801065,127.53347,0,AAA L,N,,
,39.181691,125.983921,0,AAA L,Y,,
,39.174037,125.993355,0,AAA L,Y,,
,39.137727,126.010208,0,AAA L,Y,,
,38.592599,124.972881,0,AAA L,?,,
,38.589418,124.97681,0,AAA L,N,,
,38.581304,124.98165,0,AAA L,N,,
,38.583362,124.994235,0,AAA L,N,,
,38.934686,125.405916,0,AAA L,Y,,
,38.874089,125.827307,0,AAA L,Y,,
,38.468223,128.083258,0,AAA L,Y,,2/11/2019
,38.50997,128.005276,0,AAA L,Y,,
,41.755987,128.223231,0,AAA Testsite,,No satelite imagery has been taken over this site since 2003,3/31/2003
,39.635252,125.301147,0,AAA Training,Y,,
,39.860548,125.667833,0,SA-2,N,,
,39.515416,127.297872,0,SA-2 (e),N,,
,38.784276,125.687389,0,SA-2 (e),?,,
,38.796984,125.825889,0,SA-2 (e),Y?,,
,39.285257,126.015785,0,SA-2 (e),Y,,
,39.524806,125.586216,0,SA-2 (e),Y,,2/9/2019
,39.760957,127.509164,0,SA-2 (e),N?,,
,41.082585,126.258664,0,SA-2 (e),N,,
,39.818668,125.651725,0,SA-2 (e),Y,,10/14/2019
,39.342953,125.904395,0,SA-2 (e),Y,,
,38.802522,125.257439,0,SA-2 (e),Y,,4/17/2018
,39.346728,125.575541,0,SA-2 (e),Y,,2/6/2015
,38.730741,125.751771,0,SA-3,Y,,5/28/2011
,39.206122,125.959879,0,Site ,Y,AAA,11/14/2011
,39.20974,125.953643,0,Site ,Y,AAA,
,39.214577,125.937516,0,Site ,Y,AAA,
,39.217934,125.944225,0,Site,Y,,12/18/2006
,39.230183,125.920786,0,Site ,Y,AAA,
,38.931259,125.642876,0,Site ,Y,AAA,
,38.921559,125.639633,0,Site,Y,,
,38.891095,125.764575,0,Site,Y,,
,38.902333,125.746102,0,Site,Y,,
,38.896875,125.743677,0,AAA,Y,AAA,
,38.903197,125.726099,0,AAA,Y,AAA,
,38.910734,125.708256,0,Site,Y,,
,38.918069,125.719505,0,Site,Y,,
,38.907189,125.70214,0,Site,Y,,
,38.908686,125.693174,0,Site,Y,,
,38.914592,125.703809,0,Site,Y,,
,39.19499,125.938997,0,Site,Y,,
,39.186265,125.94428,0,Site,Y,,
,39.196529,125.971835,0,Site,Y,,
,39.171719,125.95753,0,Site,Y,,
,39.162039,125.971502,0,Site,Y,,12/18/2006
,39.154488,125.968839,0,Site,Y,,12/18/2006
,39.153867,125.963559,0,Site,Y,,12/18/2006
,39.165353,125.933866,0,Site,Y,,
,39.149368,125.972377,0,Site,Y,,4/14/2010
,39.14421,125.936267,0,Site,Y,L-Pad?,
,39.119335,125.964799,0,Site,Y,,
,39.119272,125.95148,0,Site,Y,,2/23/2013
,39.186739,125.868187,0,Site,Y,,
,39.155433,125.671805,0,Site,Y,,
,39.133296,125.64259,0,Site,Y,,
,39.129177,125.633397,0,Site,Y,,
,39.117004,125.618842,0,Site,Y,,
,39.111975,125.648056,0,Site,Y,,
,38.959963,125.718529,0,Site,Y,,
,38.95599,125.742103,0,Site,Y,,
,38.920876,125.874093,0,Site,Y,,
,38.921167,125.856107,0,Site,Y,,
,38.918302,125.868526,0,Site,Y,,
,38.921277,125.854313,0,Site,Y,,
,38.910323,125.825316,0,Site,Y,,
,38.911656,125.81768,0,Site,Y,,
,38.908852,125.792466,0,Site,Y,,
,38.89827,125.777399,0,Site,Y,,
,38.907549,125.842584,0,Site,Y,,
,38.907549,125.842584,0,Site,N,REPEATED COORD,
,38.963819,126.020675,0,Site,Y,,
,39.019876,125.677186,0,Site,Y,,
,38.909434,125.820078,0,Site,Y,,
,39.188138,125.850294,0,Site,Y,,
,38.908941,125.814627,0,Site,Y,,
,39.177077,125.8572,0,Site,Y,,
,38.981486,125.821072,0,Site,Y,,
,39.14085,125.893283,0,Site,Y,,11/6/2000
,39.141736,125.964074,0,Site,Y,,11/14/2011
,39.13638,125.965873,0,Site,Y,,11/14/2011
,38.991639,125.82312,0,Site,Y,,
,38.941532,125.779066,0,Site,Y,,
,38.959073,125.786725,0,Site,Y,,
,39.08951,125.704572,0,Site,N?,,
,39.047544,125.840793,0,Site,Y,,3/21/2020
,39.147166,126.012135,0,Site,Y,,
,39.125494,125.936047,0,Site,Y,,
,38.957387,125.866422,0,Site,Y,,
,38.958258,125.86951,0,Site,Y,,
,38.941668,125.87609,0,Site,Y,,
,38.949685,125.856525,0,Site,Y,,
,39.01372,125.85615,0,Site,Y,,
,38.952251,125.815252,0,Site,Y,,
,38.968402,125.816994,0,Site,Y,,
,39.023039,125.857128,0,Site,Y,,
,39.145529,125.86575,0,Site,Y,,
,39.079203,125.851431,0,Site,Y,,
,39.087423,125.834826,0,Site,Y,,
,39.10623,125.936592,0,Site,Y,,
,39.109758,125.922796,0,Site,Y,,
,39.108944,125.893385,0,Site,Y,,
,39.106551,125.886171,0,Site,Y,,
,39.103952,125.908402,0,Site,Y,,2/18/2012
,39.096781,125.959136,0,Site,Y,,
,39.097402,125.934884,0,Site,Y,,4/1/2023
,39.095085,125.865814,0,Site,Y,,
,39.091656,126.011096,0,Site,Y,,
,39.090013,125.920242,0,Site,Y,,
,39.091272,125.891729,0,Site,Y,,
,39.088709,125.905761,0,Site,Y,,
,39.085682,126.020282,0,Site,Y,,5/13/2011
,39.083465,125.961888,0,Site,Y,,
,39.083824,125.945219,0,Site,Y,,
,39.082074,125.934754,0,Site,Y,,
,39.079102,126.025149,0,Site,Y,,
,39.077379,126.017813,0,Site,Y,,
,39.075662,125.935974,0,Site,Y,,2/23/2013
,39.073769,125.873656,0,Site,Y,,9/24/2014
,39.068124,125.869862,0,Site,Y,,
,39.068387,125.930689,0,Site,Y,,
,39.060892,125.867088,0,Site,Y,,
,39.061909,125.900053,0,Site,Y,,
,39.064663,125.945978,0,Site,Y,,
,39.057305,125.861925,0,Site,Y,,
,39.055577,126.017833,0,Site,Y,,
,39.05067,125.938516,0,Site,Y,,
,39.046924,126.024387,0,Site,Y,,
,39.043608,125.949153,0,Site,Y,,4/1/2023
,39.045338,126.019652,0,Site,Y,,
,39.039303,125.935429,0,Site,Y,,
,39.038133,125.926371,0,Site,Y,,
,39.03665,126.01483,0,Site,Y,,
,39.024445,126.033459,0,Site,Y,,11/10/2020
,39.026306,125.926149,0,Site,Y,,
,39.02214,126.000872,0,Site,Y,,
,39.005367,125.91586,0,Site,Y,,
,38.998648,126.04602,0,Site,Y,,
